STATE,COUNTY,STATE_NAME,COUNTY_NAME,POP_COU,HOU_COU,ALAND_COU,ALAND_Mi²_COU,POPDEN_COU,HOUDEN_COU,TOTALBLOCKS,POP_URB,POPPCT_URB,HOU_URB,HOUPCT_URB,ALAND_URB,ALAND_Mi²_URB,ALAND_PCT_URB,POPDEN_URB,HOUDEN_URB,URBANBLOCKS,POP_RUR,POPPCT_RUR,HOU_RUR,HOUPCT_RUR,ALAND_RUR,ALAND_Mi²_RUR,ALAND_PCT_RUR,POPDEN_RUR,HOUDEN_RUR,RURALBLOCKS,,
12,029,Florida,Dixie,"16,759","9,276","1,826,029,565",705.03,23.77,13.16,"1,370",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"16,759",100.00%,"9,276",100.00%,"1,826,029,565",705.03,100.00%,23.77,13.16,"1,370",,
12,031,Florida,Duval,"995,567","435,033","1,975,244,256",762.64,"1,305.42",570.43,"12,996","969,177",97.35%,"424,445",97.57%,"1,084,556,131",418.75,54.91%,"2,314.47","1,013.61","12,407","26,390",2.65%,"10,588",2.43%,"890,688,125",343.89,45.09%,76.74,30.79,589,,
12,033,Florida,Escambia,"321,905","145,390","1,701,603,649",656.99,489.97,221.30,"6,826","297,356",92.37%,"135,779",93.39%,"476,390,902",183.93,28.00%,"1,616.64",738.19,"5,631","24,549",7.63%,"9,611",6.61%,"1,225,212,747",473.05,72.00%,51.89,20.32,"1,195",,
12,035,Florida,Flagler,"115,378","55,565","1,259,255,278",486.20,237.31,114.28,"2,440","106,548",92.35%,"51,568",92.81%,"183,422,652",70.82,14.57%,"1,504.50",728.16,"1,640","8,830",7.65%,"3,997",7.19%,"1,075,832,626",415.38,85.43%,21.26,9.62,800,,
12,037,Florida,Franklin,"12,451","8,347","1,411,498,965",544.98,22.85,15.32,"1,299",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"12,451",100.00%,"8,347",100.00%,"1,411,498,965",544.98,100.00%,22.85,15.32,"1,299",,
12,039,Florida,Gadsden,"43,826","18,929","1,337,405,283",516.37,84.87,36.66,"1,513","8,541",19.49%,"3,584",18.93%,"15,939,641",6.15,1.19%,"1,387.81",582.36,312,"35,285",80.51%,"15,345",81.07%,"1,321,465,642",510.22,98.81%,69.16,30.08,"1,201",,
12,041,Florida,Gilchrist,"17,864","7,493","905,705,571",349.69,51.08,21.43,695,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"17,864",100.00%,"7,493",100.00%,"905,705,571",349.69,100.00%,51.08,21.43,695,,
12,043,Florida,Glades,"12,126","6,491","2,089,659,345",806.82,15.03,8.05,811,"2,099",17.31%,"1,389",21.40%,"3,628,540",1.40,0.17%,"1,498.24",991.45,44,"10,027",82.69%,"5,102",78.60%,"2,086,030,805",805.42,99.83%,12.45,6.33,767,,
12,045,Florida,Gulf,"14,192","8,796","1,433,437,353",553.45,25.64,15.89,"1,278",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"14,192",100.00%,"8,796",100.00%,"1,433,437,353",553.45,100.00%,25.64,15.89,"1,278",,
12,047,Florida,Hamilton,"14,004","5,596","1,332,018,549",514.29,27.23,10.88,881,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"14,004",100.00%,"5,596",100.00%,"1,332,018,549",514.29,100.00%,27.23,10.88,881,,
12,049,Florida,Hardee,"25,327","9,820","1,651,297,014",637.57,39.72,15.40,"1,059","9,790",38.65%,"3,931",40.03%,"16,169,748",6.24,0.98%,"1,568.12",629.65,398,"15,537",61.35%,"5,889",59.97%,"1,635,127,266",631.32,99.02%,24.61,9.33,661,,
12,051,Florida,Hendry,"39,619","14,971","2,993,896,403","1,155.94",34.27,12.95,"1,880","25,356",64.00%,"9,301",62.13%,"37,144,362",14.34,1.24%,"1,768.02",648.54,715,"14,263",36.00%,"5,670",37.87%,"2,956,752,041","1,141.60",98.76%,12.49,4.97,"1,165",,
12,053,Florida,Hernando,"194,515","89,165","1,224,975,810",472.96,411.27,188.52,"4,872","155,499",79.94%,"70,493",79.06%,"259,040,001",100.02,21.15%,"1,554.75",704.82,"3,560","39,016",20.06%,"18,672",20.94%,"965,935,809",372.95,78.85%,104.62,50.07,"1,312",,
12,055,Florida,Highlands,"101,235","57,486","2,635,726,544","1,017.65",99.48,56.49,"5,767","81,113",80.12%,"46,008",80.03%,"176,309,934",68.07,6.69%,"1,191.55",675.86,"3,671","20,122",19.88%,"11,478",19.97%,"2,459,416,610",949.58,93.31%,21.19,12.09,"2,096",,
12,057,Florida,Hillsborough,"1,459,762","602,886","2,646,680,847","1,021.88","1,428.50",589.98,"19,461","1,406,155",96.33%,"582,686",96.65%,"1,302,193,049",502.78,49.20%,"2,796.78","1,158.94","18,144","53,607",3.67%,"20,200",3.35%,"1,344,487,798",519.11,50.80%,103.27,38.91,"1,317",,
12,059,Florida,Holmes,"19,653","8,622","1,240,232,910",478.85,41.04,18.01,"1,115",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"19,653",100.00%,"8,622",100.00%,"1,240,232,910",478.85,100.00%,41.04,18.01,"1,115",,
12,061,Florida,Indian River,"159,788","83,529","1,302,272,805",502.81,317.79,166.13,"4,053","148,215",92.76%,"79,123",94.73%,"237,734,488",91.79,18.26%,"1,614.73",862.01,"3,480","11,573",7.24%,"4,406",5.27%,"1,064,538,317",411.02,81.74%,28.16,10.72,573,,
12,063,Florida,Jackson,"47,319","19,882","2,378,091,733",918.18,51.54,21.65,"2,619","5,560",11.75%,"2,724",13.70%,"11,257,335",4.35,0.47%,"1,279.20",626.72,286,"41,759",88.25%,"17,158",86.30%,"2,366,834,398",913.83,99.53%,45.70,18.78,"2,333",,
12,065,Florida,Jefferson,"14,510","6,690","1,549,018,611",598.08,24.26,11.19,711,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"14,510",100.00%,"6,690",100.00%,"1,549,018,611",598.08,100.00%,24.26,11.19,711,,
12,067,Florida,Lafayette,"8,226","3,284","1,407,256,302",543.34,15.14,6.04,663,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"8,226",100.00%,"3,284",100.00%,"1,407,256,302",543.34,100.00%,15.14,6.04,663,,
12,069,Florida,Lake,"383,956","177,628","2,464,507,354",951.55,403.51,186.67,"10,063","315,106",82.07%,"147,805",83.21%,"427,563,458",165.08,17.35%,"1,908.78",895.34,"6,975","68,850",17.93%,"29,823",16.79%,"2,036,943,896",786.46,82.65%,87.54,37.92,"3,088",,
12,071,Florida,Lee,"760,822","416,332","2,022,803,068",781.00,974.16,533.07,"17,279","730,937",96.07%,"401,318",96.39%,"1,050,138,515",405.46,51.92%,"1,802.74",989.79,"15,307","29,885",3.93%,"15,014",3.61%,"972,664,553",375.55,48.08%,79.58,39.98,"1,972",,
12,073,Florida,Leon,"292,198","133,478","1,731,224,399",668.43,437.14,199.69,"4,501","252,934",86.56%,"116,829",87.53%,"324,937,638",125.46,18.77%,"2,016.08",931.22,"3,541","39,264",13.44%,"16,649",12.47%,"1,406,286,761",542.97,81.23%,72.31,30.66,960,,
12,075,Florida,Levy,"42,915","20,868","2,896,183,121","1,118.22",38.38,18.66,"3,132",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"42,915",100.00%,"20,868",100.00%,"2,896,183,121","1,118.22",100.00%,38.38,18.66,"3,132",,
12,077,Florida,Liberty,"7,974","3,196","2,164,099,094",835.56,9.54,3.82,683,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"7,974",100.00%,"3,196",100.00%,"2,164,099,094",835.56,100.00%,9.54,3.82,683,,
12,079,Florida,Madison,"17,968","8,315","1,804,001,483",696.52,25.80,11.94,"1,123",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"17,968",100.00%,"8,315",100.00%,"1,804,001,483",696.52,100.00%,25.80,11.94,"1,123",,
12,081,Florida,Manatee,"399,710","206,633","1,923,744,062",742.76,538.14,278.20,"7,222","380,958",95.31%,"199,705",96.65%,"453,924,901",175.26,23.60%,"2,173.67","1,139.48","6,453","18,752",4.69%,"6,928",3.35%,"1,469,819,161",567.50,76.40%,33.04,12.21,769,,
12,083,Florida,Marion,"375,908","177,380","4,113,993,941","1,588.41",236.66,111.67,"11,491","265,597",70.65%,"125,449",70.72%,"501,021,233",193.44,12.18%,"1,372.99",648.50,"7,051","110,311",29.35%,"51,931",29.28%,"3,612,972,708","1,394.97",87.82%,79.08,37.23,"4,440",,
12,085,Florida,Martin,"158,431","81,371","1,408,491,293",543.82,291.33,149.63,"2,941","146,830",92.68%,"77,496",95.24%,"217,441,669",83.95,15.44%,"1,748.93",923.07,"2,237","11,601",7.32%,"3,875",4.76%,"1,191,049,624",459.86,84.56%,25.23,8.43,704,,
12,086,Florida,Miami-Dade,"2,701,767","1,074,685","4,920,728,991","1,899.89","1,422.06",565.66,"31,622","2,678,436",99.14%,"1,068,588",99.43%,"1,027,612,633",396.76,20.88%,"6,750.75","2,693.28","30,223","23,331",0.86%,"6,097",0.57%,"3,893,116,358","1,503.13",79.12%,15.52,4.06,"1,399",,
12,087,Florida,Monroe,"82,874","53,961","2,546,067,521",983.04,84.30,54.89,"2,884","72,007",86.89%,"46,163",85.55%,"92,651,137",35.77,3.64%,"2,012.91","1,290.46","1,598","10,867",13.11%,"7,798",14.45%,"2,453,416,384",947.26,96.36%,11.47,8.23,"1,286",,
12,089,Florida,Nassau,"90,352","41,628","1,680,075,562",648.68,139.29,64.17,"1,916","50,805",56.23%,"26,223",62.99%,"130,935,030",50.55,7.79%,"1,004.96",518.71,915,"39,547",43.77%,"15,405",37.01%,"1,549,140,532",598.12,92.21%,66.12,25.76,"1,001",,
12,091,Florida,Okaloosa,"211,668","101,197","2,409,192,557",930.19,227.55,108.79,"4,854","189,144",89.36%,"92,377",91.28%,"277,792,101",107.26,11.53%,"1,763.49",861.28,"3,404","22,524",10.64%,"8,820",8.72%,"2,131,400,456",822.93,88.47%,27.37,10.72,"1,450",,
12,093,Florida,Okeechobee,"39,644","18,484","1,992,126,184",769.16,51.54,24.03,"1,550","25,195",63.55%,"13,196",71.39%,"58,746,522",22.68,2.95%,"1,110.79",581.78,751,"14,449",36.45%,"5,288",28.61%,"1,933,379,662",746.48,97.05%,19.36,7.08,799,,
12,095,Florida,Orange,"1,429,908","561,851","2,336,230,360",902.02,"1,585.23",622.88,"17,794","1,396,338",97.65%,"550,152",97.92%,"1,204,879,930",465.20,51.57%,"3,001.56","1,182.60","16,809","33,570",2.35%,"11,699",2.08%,"1,131,350,430",436.81,48.43%,76.85,26.78,985,,
12,097,Florida,Osceola,"388,656","154,680","3,438,328,928","1,327.54",292.76,116.52,"5,769","364,149",93.69%,"144,850",93.64%,"410,236,404",158.39,11.93%,"2,299.03",914.50,"4,616","24,507",6.31%,"9,830",6.36%,"3,028,092,524","1,169.15",88.07%,20.96,8.41,"1,153",,
12,099,Florida,Palm Beach,"1,492,191","705,988","5,087,510,105","1,964.29",759.66,359.41,"18,134","1,479,525",99.15%,"701,008",99.29%,"1,217,308,543",470.00,23.93%,"3,147.91","1,491.50","17,087","12,666",0.85%,"4,980",0.71%,"3,870,201,562","1,494.28",76.07%,8.48,3.33,"1,047",,
12,101,Florida,Pasco,"561,891","256,783","1,933,733,392",746.61,752.59,343.93,"8,632","521,183",92.76%,"239,557",93.29%,"769,231,008",297.00,39.78%,"1,754.82",806.59,"7,680","40,708",7.24%,"17,226",6.71%,"1,164,502,384",449.61,60.22%,90.54,38.31,952,,
12,103,Florida,Pinellas,"959,107","516,324","708,892,951",273.70,"3,504.18","1,886.44","18,915","957,280",99.81%,"515,587",99.86%,"657,257,432",253.77,92.72%,"3,772.28","2,031.73","18,512","1,827",0.19%,737,0.14%,"51,635,519",19.94,7.28%,91.64,36.97,403,,
12,105,Florida,Polk,"725,046","316,381","4,656,186,394","1,797.75",403.31,175.99,"14,994","646,127",89.12%,"281,372",88.93%,"977,606,689",377.45,21.00%,"1,711.80",745.45,"11,695","78,919",10.88%,"35,009",11.07%,"3,678,579,705","1,420.30",79.00%,55.57,24.65,"3,299",,
12,107,Florida,Putnam,"73,321","36,014","1,886,452,945",728.36,100.67,49.45,"3,984","20,032",27.32%,"8,830",24.52%,"47,389,845",18.30,2.51%,"1,094.81",482.59,851,"53,289",72.68%,"27,184",75.48%,"1,839,063,100",710.06,97.49%,75.05,38.28,"3,133",,
12,109,Florida,St. Johns,"273,425","119,090","1,555,661,651",600.64,455.22,198.27,"4,151","232,977",85.21%,"102,435",86.01%,"382,689,547",147.76,24.60%,"1,576.76",693.27,"2,892","40,448",14.79%,"16,655",13.99%,"1,172,972,104",452.88,75.40%,89.31,36.78,"1,259",,
12,111,Florida,St. Lucie,"329,226","147,884","1,480,593,673",571.66,575.92,258.69,"7,101","317,579",96.46%,"142,318",96.24%,"398,839,721",153.99,26.94%,"2,062.31",924.19,"6,373","11,647",3.54%,"5,566",3.76%,"1,081,753,952",417.67,73.06%,27.89,13.33,728,,
12,113,Florida,Santa Rosa,"188,000","75,854","2,622,106,399","1,012.40",185.70,74.93,"4,242","150,583",80.10%,"61,074",80.52%,"267,865,280",103.42,10.22%,"1,455.99",590.53,"2,193","37,417",19.90%,"14,780",19.48%,"2,354,241,119",908.97,89.78%,41.16,16.26,"2,049",,
12,115,Florida,Sarasota,"434,006","253,231","1,440,039,085",556.00,780.59,455.45,"9,215","423,544",97.59%,"248,993",98.33%,"585,481,967",226.05,40.66%,"1,873.64","1,101.47","8,376","10,462",2.41%,"4,238",1.67%,"854,557,118",329.94,59.34%,31.71,12.84,839,,
12,117,Florida,Seminole,"470,856","193,790","801,286,912",309.38,"1,521.95",626.39,"6,125","455,579",96.76%,"188,144",97.09%,"438,697,791",169.38,54.75%,"2,689.67","1,110.77","5,751","15,277",3.24%,"5,646",2.91%,"362,589,121",140.00,45.25%,109.12,40.33,374,,
12,119,Florida,Sumter,"129,752","75,304","1,442,967,719",557.13,232.89,135.16,"3,255","101,755",78.42%,"62,718",83.29%,"153,464,969",59.25,10.64%,"1,717.30","1,058.48","2,164","27,997",21.58%,"12,586",16.71%,"1,289,502,750",497.88,89.36%,56.23,25.28,"1,091",,
12,121,Florida,Suwannee,"43,474","18,859","1,783,430,092",688.58,63.14,27.39,"1,601","6,668",15.34%,"2,751",14.59%,"13,725,566",5.30,0.77%,"1,258.25",519.11,318,"36,806",84.66%,"16,108",85.41%,"1,769,704,526",683.28,99.23%,53.87,23.57,"1,283",,
12,123,Florida,Taylor,"21,796","11,088","2,702,224,058","1,043.33",20.89,10.63,"1,719","6,531",29.96%,"2,945",26.56%,"15,344,308",5.92,0.57%,"1,102.38",497.09,431,"15,265",70.04%,"8,143",73.44%,"2,686,879,750","1,037.40",99.43%,14.71,7.85,"1,288",,
12,125,Florida,Union,"16,147","4,713","630,804,540",243.55,66.30,19.35,849,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"16,147",100.00%,"4,713",100.00%,"630,804,540",243.55,100.00%,66.30,19.35,849,,
12,127,Florida,Volusia,"553,543","272,325","2,852,384,800","1,101.31",502.62,247.27,"12,904","506,287",91.46%,"251,497",92.35%,"648,840,823",250.52,22.75%,"2,020.97","1,003.91","10,809","47,256",8.54%,"20,828",7.65%,"2,203,543,977",850.79,77.25%,55.54,24.48,"2,095",,
12,129,Florida,Wakulla,"33,764","13,633","1,570,615,734",606.41,55.68,22.48,"1,203","10,124",29.98%,"3,912",28.70%,"25,172,054",9.72,1.60%,"1,041.68",402.51,195,"23,640",70.02%,"9,721",71.30%,"1,545,443,680",596.70,98.40%,39.62,16.29,"1,008",,
12,131,Florida,Walton,"75,305","56,197","2,689,165,614","1,038.29",72.53,54.12,"3,299","33,023",43.85%,"36,738",65.37%,"102,733,275",39.67,3.82%,832.54,926.20,"1,144","42,282",56.15%,"19,459",34.63%,"2,586,432,339",998.62,96.18%,42.34,19.49,"2,155",,
12,133,Florida,Washington,"25,318","10,846","1,514,305,979",584.67,43.30,18.55,"1,523",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"25,318",100.00%,"10,846",100.00%,"1,514,305,979",584.67,100.00%,43.30,18.55,"1,523",,
13,001,Georgia,Appling,"18,444","8,496","1,316,424,660",508.27,36.29,16.72,"1,661","5,354",29.03%,"2,482",29.21%,"16,211,372",6.26,1.23%,855.38,396.54,471,"13,090",70.97%,"6,014",70.79%,"1,300,213,288",502.01,98.77%,26.08,11.98,"1,190",,
13,003,Georgia,Atkinson,"8,286","3,470","887,636,774",342.72,24.18,10.12,546,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"8,286",100.00%,"3,470",100.00%,"887,636,774",342.72,100.00%,24.18,10.12,546,,
13,005,Georgia,Bacon,"11,140","4,807","735,770,219",284.08,39.21,16.92,752,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"11,140",100.00%,"4,807",100.00%,"735,770,219",284.08,100.00%,39.21,16.92,752,,
13,007,Georgia,Baker,"2,876","1,447","885,665,381",341.96,8.41,4.23,383,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"2,876",100.00%,"1,447",100.00%,"885,665,381",341.96,100.00%,8.41,4.23,383,,
13,009,Georgia,Baldwin,"43,799","19,988","670,025,212",258.70,169.31,77.26,"1,099","22,441",51.24%,"10,341",51.74%,"51,239,783",19.78,7.65%,"1,134.32",522.70,585,"21,358",48.76%,"9,647",48.26%,"618,785,429",238.91,92.35%,89.40,40.38,514,,
13,011,Georgia,Banks,"18,035","7,211","602,473,940",232.62,77.53,31.00,733,797,4.42%,335,4.65%,"4,758,083",1.84,0.79%,433.84,182.35,42,"17,238",95.58%,"6,876",95.35%,"597,715,857",230.78,99.21%,74.70,29.79,691,,
13,013,Georgia,Barrow,"83,505","30,019","417,082,919",161.04,518.55,186.41,"1,281","55,977",67.03%,"20,212",67.33%,"150,228,621",58.00,36.02%,965.07,348.46,771,"27,528",32.97%,"9,807",32.67%,"266,854,298",103.03,63.98%,267.18,95.18,510,,
13,015,Georgia,Bartow,"108,901","42,435","1,188,568,883",458.91,237.31,92.47,"2,496","65,960",60.57%,"26,421",62.26%,"158,015,958",61.01,13.29%,"1,081.13",433.06,"1,199","42,941",39.43%,"16,014",37.74%,"1,030,552,925",397.90,86.71%,107.92,40.25,"1,297",,
13,017,Georgia,Ben Hill,"17,194","8,124","647,802,123",250.12,68.74,32.48,"1,216","11,281",65.61%,"5,354",65.90%,"22,024,209",8.50,3.40%,"1,326.62",629.62,593,"5,913",34.39%,"2,770",34.10%,"625,777,914",241.61,96.60%,24.47,11.46,623,,
13,019,Georgia,Berrien,"18,160","7,991","1,174,239,566",453.37,40.06,17.63,"1,021","4,844",26.67%,"2,135",26.72%,"9,393,106",3.63,0.80%,"1,335.66",588.69,249,"13,316",73.33%,"5,856",73.28%,"1,164,846,460",449.75,99.20%,29.61,13.02,772,,
13,021,Georgia,Bibb,"157,346","71,901","645,898,113",249.38,630.95,288.32,"3,536","135,183",85.91%,"62,984",87.60%,"242,713,771",93.71,37.58%,"1,442.54",672.10,"2,979","22,163",14.09%,"8,917",12.40%,"403,184,342",155.67,62.42%,142.37,57.28,557,,
13,023,Georgia,Bleckley,"12,583","5,176","559,106,468",215.87,58.29,23.98,640,"6,159",48.95%,"2,408",46.52%,"14,124,158",5.45,2.53%,"1,129.40",441.56,325,"6,424",51.05%,"2,768",53.48%,"544,982,310",210.42,97.47%,30.53,13.15,315,,
13,025,Georgia,Brantley,"18,021","8,143","1,147,972,258",443.23,40.66,18.37,876,122,0.68%,67,0.82%,"526,107",0.20,0.05%,600.60,329.84,4,"17,899",99.32%,"8,076",99.18%,"1,147,446,151",443.03,99.95%,40.40,18.23,872,,
13,027,Georgia,Brooks,"16,301","7,280","1,277,341,275",493.18,33.05,14.76,984,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"16,301",100.00%,"7,280",100.00%,"1,277,341,275",493.18,100.00%,33.05,14.76,984,,
13,029,Georgia,Bryan,"44,738","16,703","1,133,280,746",437.56,102.24,38.17,"1,214","23,809",53.22%,"8,513",50.97%,"34,209,286",13.21,3.02%,"1,802.59",644.52,267,"20,929",46.78%,"8,190",49.03%,"1,099,071,460",424.35,96.98%,49.32,19.30,947,,
13,031,Georgia,Bulloch,"81,099","32,983","1,750,735,216",675.96,119.98,48.79,"2,504","44,488",54.86%,"17,978",54.51%,"73,289,398",28.30,4.19%,"1,572.18",635.33,702,"36,611",45.14%,"15,005",45.49%,"1,677,445,818",647.66,95.81%,56.53,23.17,"1,802",,
13,033,Georgia,Burke,"24,596","11,138","2,142,015,889",827.03,29.74,13.47,"1,482","6,103",24.81%,"2,701",24.25%,"15,401,708",5.95,0.72%,"1,026.30",454.21,211,"18,493",75.19%,"8,437",75.75%,"2,126,614,181",821.09,99.28%,22.52,10.28,"1,271",,
13,035,Georgia,Butts,"25,434","9,437","475,754,793",183.69,138.46,51.37,661,"5,697",22.40%,"2,234",23.67%,"12,215,332",4.72,2.57%,"1,207.93",473.67,166,"19,737",77.60%,"7,203",76.33%,"463,539,461",178.97,97.43%,110.28,40.25,495,,
13,037,Georgia,Calhoun,"5,573","2,020","726,191,502",280.38,19.88,7.20,434,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"5,573",100.00%,"2,020",100.00%,"726,191,502",280.38,100.00%,19.88,7.20,434,,
13,039,Georgia,Camden,"54,768","22,541","1,632,622,505",630.36,86.88,35.76,"1,914","38,567",70.42%,"15,584",69.14%,"78,819,305",30.43,4.83%,"1,267.31",512.09,649,"16,201",29.58%,"6,957",30.86%,"1,553,803,200",599.92,95.17%,27.01,11.60,"1,265",,
13,043,Georgia,Candler,"10,981","4,629","629,520,841",243.06,45.18,19.04,629,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"10,981",100.00%,"4,629",100.00%,"629,520,841",243.06,100.00%,45.18,19.04,629,,
13,045,Georgia,Carroll,"119,148","46,239","1,292,752,874",499.13,238.71,92.64,"2,580","54,352",45.62%,"21,036",45.49%,"130,083,018",50.23,10.06%,"1,082.17",418.83,876,"64,796",54.38%,"25,203",54.51%,"1,162,669,856",448.91,89.94%,144.34,56.14,"1,704",,
13,047,Georgia,Catoosa,"67,872","27,971","419,998,923",162.16,418.55,172.49,"1,308","51,771",76.28%,"21,838",78.07%,"122,844,161",47.43,29.25%,"1,091.52",460.42,904,"16,101",23.72%,"6,133",21.93%,"297,154,762",114.73,70.75%,140.34,53.46,404,,
13,049,Georgia,Charlton,"12,518","4,660","2,020,415,648",780.08,16.05,5.97,"1,146",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"12,518",100.00%,"4,660",100.00%,"2,020,415,648",780.08,100.00%,16.05,5.97,"1,146",,
13,051,Georgia,Chatham,"295,291","134,146","1,121,772,804",433.12,681.78,309.72,"6,348","286,383",96.98%,"130,239",97.09%,"496,875,650",191.84,44.29%,"1,492.79",678.88,"5,502","8,908",3.02%,"3,907",2.91%,"624,897,154",241.27,55.71%,36.92,16.19,846,,
13,053,Georgia,Chattahoochee,"9,565","3,242","644,225,830",248.74,38.45,13.03,681,"5,731",59.92%,"1,782",54.97%,"19,245,630",7.43,2.99%,771.26,239.81,192,"3,834",40.08%,"1,460",45.03%,"624,980,200",241.30,97.01%,15.89,6.05,489,,
13,055,Georgia,Chattooga,"24,965","10,854","811,512,398",313.32,79.68,34.64,914,"10,227",40.97%,"4,185",38.56%,"21,761,110",8.40,2.68%,"1,217.22",498.10,317,"14,738",59.03%,"6,669",61.44%,"789,751,288",304.92,97.32%,48.33,21.87,597,,
13,057,Georgia,Cherokee,"266,620","100,813","1,090,597,331",421.08,633.18,239.42,"2,956","217,834",81.70%,"82,653",81.99%,"354,510,646",136.88,32.51%,"1,591.46",603.85,"1,914","48,786",18.30%,"18,160",18.01%,"736,086,685",284.20,67.49%,171.66,63.90,"1,042",,
13,059,Georgia,Clarke,"128,671","55,802","308,784,927",119.22,"1,079.26",468.05,"1,809","121,048",94.08%,"52,647",94.35%,"169,713,496",65.53,54.96%,"1,847.32",803.45,"1,607","7,623",5.92%,"3,155",5.65%,"139,071,431",53.70,45.04%,141.97,58.76,202,,
13,061,Georgia,Clay,"2,848","1,961","506,093,894",195.40,14.58,10.04,365,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"2,848",100.00%,"1,961",100.00%,"506,093,894",195.40,100.00%,14.58,10.04,365,,
13,063,Georgia,Clayton,"297,595","114,038","366,879,097",141.65,"2,100.89",805.06,"3,062","296,033",99.48%,"113,488",99.52%,"327,841,782",126.58,89.36%,"2,338.71",896.57,"3,013","1,562",0.52%,550,0.48%,"39,037,315",15.07,10.64%,103.63,36.49,49,,
13,065,Georgia,Clinch,"6,749","3,025","2,110,829,175",814.99,8.28,3.71,"1,139",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"6,749",100.00%,"3,025",100.00%,"2,110,829,175",814.99,100.00%,8.28,3.71,"1,139",,
13,067,Georgia,Cobb *,"766,149","308,504","880,026,860",339.78,"2,254.85",907.96,"7,678","766,109",99.99%,"308,497",99.99%,"879,768,250",339.68,99.97%,"2,255.39",908.20,"7,676",40,0.01%,7,0.01%,"258,610",0.10,0.03%,400.60,70.11,2,,
13,069,Georgia,Coffee,"43,092","17,331","1,533,972,030",592.27,72.76,29.26,"1,702","14,258",33.09%,"6,099",35.19%,"42,977,840",16.59,2.80%,859.24,367.55,520,"28,834",66.91%,"11,232",64.81%,"1,490,994,190",575.67,97.20%,50.09,19.51,"1,182",,
13,071,Georgia,Colquitt,"45,898","19,105","1,416,818,773",547.03,83.90,34.92,"1,919","19,217",41.87%,"8,379",43.86%,"49,860,266",19.25,3.52%,998.23,435.25,718,"26,681",58.13%,"10,726",56.14%,"1,366,958,507",527.78,96.48%,50.55,20.32,"1,201",,
13,073,Georgia,Columbia,"156,010","58,640","751,591,130",290.19,537.61,202.07,"1,623","132,691",85.05%,"49,562",84.52%,"189,874,701",73.31,25.26%,"1,809.98",676.05,"1,118","23,319",14.95%,"9,078",15.48%,"561,716,429",216.88,74.74%,107.52,41.86,505,,
13,075,Georgia,Cook,"17,229","7,258","591,684,405",228.45,75.42,31.77,"1,043","7,034",40.83%,"2,965",40.85%,"15,827,696",6.11,2.68%,"1,151.03",485.18,352,"10,195",59.17%,"4,293",59.15%,"575,856,709",222.34,97.32%,45.85,19.31,691,,
13,077,Georgia,Coweta,"146,158","56,729","1,142,364,907",441.07,331.37,128.62,"2,513","80,544",55.11%,"32,404",57.12%,"164,562,610",63.54,14.41%,"1,267.66",510.00,"1,132","65,614",44.89%,"24,325",42.88%,"977,802,297",377.53,85.59%,173.80,64.43,"1,381",,
13,079,Georgia,Crawford,"12,130","5,154","841,524,044",324.91,37.33,15.86,421,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"12,130",100.00%,"5,154",100.00%,"841,524,044",324.91,100.00%,37.33,15.86,421,,
13,081,Georgia,Crisp,"20,128","9,854","706,236,802",272.68,73.82,36.14,"1,282","10,931",54.31%,"5,224",53.01%,"22,269,842",8.60,3.15%,"1,271.29",607.56,634,"9,197",45.69%,"4,630",46.99%,"683,966,960",264.08,96.85%,34.83,17.53,648,,
13,083,Georgia,Dade,"16,251","7,387","450,584,680",173.97,93.41,42.46,707,880,5.42%,68,0.92%,"1,065,880",0.41,0.24%,"2,138.33",165.23,14,"15,371",94.58%,"7,319",99.08%,"449,518,800",173.56,99.76%,88.56,42.17,693,,
